latitude,longitude,latbin,lonbin,tp
36.875,282.75,36.875,282.75,22.4
36.875,282.875,36.875,282.875,21.1
36.875,283.0,36.875,283.0,19.9
36.875,283.125,36.875,283.125,19.6
36.875,283.25,36.875,283.25,20.1
36.875,283.375,36.875,283.375,21.2
36.875,283.5,36.875,283.5,21.9
36.875,283.625,36.875,283.625,26.6
36.875,283.75,36.875,283.75,30.2
36.875,283.875,36.875,283.875,33.2
36.875,284.0,36.875,284.0,29.3
36.875,284.125,36.875,284.125,23.8
36.875,284.25,36.875,284.25,17.4
36.875,284.375,36.875,284.375,16.3
36.875,284.5,36.875,284.5,16.5
36.875,284.625,36.875,284.625,17.7
37.0,282.75,37.0,282.75,23.2
37.0,282.875,37.0,282.875,22.0
37.0,283.0,37.0,283.0,21.0
37.0,283.125,37.0,283.125,20.4
37.0,283.25,37.0,283.25,20.0
37.0,283.375,37.0,283.375,19.6
37.0,283.5,37.0,283.5,19.1
37.0,283.625,37.0,283.625,18.5
37.0,283.75,37.0,283.75,22.3
37.0,283.875,37.0,283.875,26.0
37.0,284.0,37.0,284.0,29.6
37.0,284.125,37.0,284.125,26.7
37.0,284.25,37.0,284.25,23.7
37.0,284.375,37.0,284.375,19.2
37.0,284.5,37.0,284.5,17.3
37.0,284.625,37.0,284.625,16.2
37.125,282.875,37.125,282.875,23.3
37.125,283.0,37.125,283.0,22.5
37.125,283.125,37.125,283.125,21.8
37.125,283.25,37.125,283.25,21.4
37.125,283.375,37.125,283.375,21.3
37.125,283.5,37.125,283.5,19.2
37.125,283.625,37.125,283.625,17.8
37.125,283.75,37.125,283.75,17.5
37.125,283.875,37.125,283.875,19.9
37.125,284.0,37.125,284.0,22.6
37.125,284.125,37.125,284.125,26.2
37.125,284.25,37.125,284.25,26.1
37.125,284.375,37.125,284.375,24.5
37.125,284.5,37.125,284.5,20.8
37.125,284.625,37.125,284.625,18.1
37.25,282.875,37.25,282.875,27.0
37.25,283.0,37.25,283.0,25.3
37.25,283.125,37.25,283.125,25.5
37.25,283.25,37.25,283.25,24.1
37.25,283.375,37.25,283.375,23.1
37.25,283.5,37.25,283.5,23.3
37.25,283.625,37.25,283.625,20.5
37.25,283.75,37.25,283.75,18.3
37.25,283.875,37.25,283.875,17.2
37.25,284.0,37.25,284.0,18.8
37.25,284.125,37.25,284.125,21.4
37.25,284.25,37.25,284.25,24.4
37.25,284.375,37.25,284.375,25.8
37.25,284.5,37.25,284.5,24.9
37.25,284.625,37.25,284.625,22.6
37.375,282.875,37.375,282.875,32.3
37.375,283.0,37.375,283.0,29.4
37.375,283.125,37.375,283.125,27.7
37.375,283.25,37.375,283.25,27.4
37.375,283.375,37.375,283.375,26.9
37.375,283.5,37.375,283.5,25.3
37.375,283.625,37.375,283.625,21.8
37.375,283.75,37.375,283.75,19.3
37.375,283.875,37.375,283.875,17.8
37.375,284.0,37.375,284.0,17.9
37.375,284.125,37.375,284.125,19.6
37.375,284.25,37.375,284.25,21.9
37.375,284.375,37.375,284.375,24.0
37.375,284.5,37.375,284.5,25.8
37.5,283.0,37.5,283.0,36.3
37.5,283.125,37.5,283.125,33.4
37.5,283.25,37.5,283.25,31.4
37.5,283.375,37.5,283.375,30.8
37.5,283.5,37.5,283.5,29.8
37.5,283.625,37.5,283.625,26.0
37.5,283.75,37.5,283.75,21.7
37.5,283.875,37.5,283.875,19.5
37.5,284.0,37.5,284.0,18.6
37.5,284.125,37.5,284.125,19.9
37.5,284.25,37.5,284.25,21.9
37.5,284.375,37.5,284.375,24.1
37.5,284.5,37.5,284.5,25.6
37.625,283.125,37.625,283.125,40.1
37.625,283.25,37.625,283.25,37.2
37.625,283.375,37.625,283.375,33.9
37.625,283.5,37.625,283.5,32.7
37.625,283.625,37.625,283.625,29.5
37.625,283.75,37.625,283.75,25.9
37.625,283.875,37.625,283.875,22.7
37.625,284.0,37.625,284.0,21.3
37.625,284.125,37.625,284.125,21.7
37.625,284.25,37.625,284.25,22.8
37.625,284.375,37.625,284.375,24.5
37.75,283.25,37.75,283.25,43.1
37.75,283.375,37.75,283.375,39.1
37.75,283.5,37.75,283.5,36.6
37.75,283.625,37.75,283.625,33.8
37.75,283.75,37.75,283.75,30.4
37.75,283.875,37.75,283.875,27.1
37.75,284.0,37.75,284.0,26.0
37.75,284.125,37.75,284.125,25.7
37.75,284.25,37.75,284.25,26.0
37.875,283.625,37.875,283.625,37.1
37.875,283.75,37.875,283.75,34.1
37.875,283.875,37.875,283.875,31.5
46.625,237.625,46.625,237.625,2.7
46.75,237.25,46.75,237.25,1.2
46.75,237.375,46.75,237.375,1.3
46.75,237.5,46.75,237.5,1.9
46.75,237.625,46.75,237.625,2.1
46.75,237.75,46.75,237.75,2.7
46.75,237.875,46.75,237.875,3.3
46.75,238.0,46.75,238.0,2.8
46.75,238.125,46.75,238.125,1.8
46.875,237.125,46.875,237.125,0.8
46.875,237.25,46.875,237.25,0.7
46.875,237.375,46.875,237.375,0.9
46.875,237.5,46.875,237.5,1.3
46.875,237.625,46.875,237.625,1.9
46.875,237.75,46.875,237.75,2.9
46.875,237.875,46.875,237.875,3.5
46.875,238.0,46.875,238.0,3.6
46.875,238.125,46.875,238.125,3.1
46.875,238.25,46.875,238.25,2.1
47.0,237.0,47.0,237.0,0.7
47.0,237.125,47.0,237.125,0.8
47.0,237.25,47.0,237.25,0.8
47.0,237.375,47.0,237.375,0.9
47.0,237.5,47.0,237.5,1.0
47.0,237.625,47.0,237.625,1.2
47.0,237.75,47.0,237.75,2.0
47.0,237.875,47.0,237.875,3.8
47.0,238.0,47.0,238.0,5.0
47.0,238.125,47.0,238.125,4.8
47.0,238.25,47.0,238.25,4.3
47.0,238.375,47.0,238.375,3.8
47.125,236.875,47.125,236.875,1.0
47.125,237.0,47.125,237.0,1.0
47.125,237.125,47.125,237.125,0.9
47.125,237.25,47.125,237.25,1.0
47.125,237.375,47.125,237.375,1.1
47.125,237.5,47.125,237.5,1.1
47.125,237.625,47.125,237.625,1.1
47.125,237.75,47.125,237.75,2.0
47.125,237.875,47.125,237.875,3.5
47.125,238.0,47.125,238.0,5.6
47.125,238.125,47.125,238.125,5.7
47.125,238.25,47.125,238.25,5.7
47.125,238.375,47.125,238.375,5.5
47.125,238.5,47.125,238.5,6.0
47.25,236.75,47.25,236.75,0.8
47.25,236.875,47.25,236.875,0.8
47.25,237.0,47.25,237.0,0.8
47.25,237.125,47.25,237.125,0.4
47.25,237.25,47.25,237.25,0.6
47.25,237.375,47.25,237.375,0.8
47.25,237.5,47.25,237.5,1.6
47.25,237.625,47.25,237.625,1.5
47.25,237.75,47.25,237.75,1.5
47.25,237.875,47.25,237.875,1.6
47.25,238.0,47.25,238.0,2.9
47.25,238.125,47.25,238.125,3.8
47.25,238.25,47.25,238.25,4.5
47.25,238.375,47.25,238.375,4.8
47.25,238.5,47.25,238.5,4.5
47.375,236.75,47.375,236.75,1.0
47.375,236.875,47.375,236.875,0.8
47.375,237.0,47.375,237.0,0.4
47.375,237.125,47.375,237.125,0.4
47.375,237.25,47.375,237.25,0.5
47.375,237.375,47.375,237.375,0.8
47.375,237.5,47.375,237.5,2.0
47.375,237.625,47.375,237.625,2.3
47.375,237.75,47.375,237.75,2.1
47.375,237.875,47.375,237.875,1.9
47.375,238.0,47.375,238.0,3.4
47.375,238.125,47.375,238.125,5.1
47.375,238.25,47.375,238.25,5.4
47.375,238.375,47.375,238.375,5.3
47.375,238.5,47.375,238.5,4.0
47.375,238.625,47.375,238.625,3.0
47.5,236.75,47.5,236.75,0.9
47.5,236.875,47.5,236.875,1.3
47.5,237.0,47.5,237.0,0.9
47.5,237.125,47.5,237.125,0.6
47.5,237.25,47.5,237.25,0.5
47.5,237.375,47.5,237.375,1.0
47.5,237.5,47.5,237.5,2.1
47.5,237.625,47.5,237.625,3.0
47.5,237.75,47.5,237.75,2.9
47.5,237.875,47.5,237.875,3.1
47.5,238.0,47.5,238.0,3.8
47.5,238.125,47.5,238.125,5.4
47.5,238.25,47.5,238.25,5.9
47.5,238.375,47.5,238.375,5.5
47.5,238.5,47.5,238.5,5.0
47.5,238.625,47.5,238.625,4.3
47.625,236.75,47.625,236.75,0.2
47.625,236.875,47.625,236.875,0.7
47.625,237.0,47.625,237.0,0.6
47.625,237.125,47.625,237.125,0.3
47.625,237.25,47.625,237.25,0.3
47.625,237.375,47.625,237.375,1.1
47.625,237.5,47.625,237.5,2.4
47.625,237.625,47.625,237.625,3.2
47.625,237.75,47.625,237.75,3.1
47.625,237.875,47.625,237.875,3.2
47.625,238.0,47.625,238.0,3.7
47.625,238.125,47.625,238.125,4.5
47.625,238.25,47.625,238.25,4.8
47.625,238.375,47.625,238.375,5.1
47.625,238.5,47.625,238.5,5.1
47.625,238.625,47.625,238.625,5.3
47.75,236.75,47.75,236.75,0.3
47.75,236.875,47.75,236.875,0.6
47.75,237.0,47.75,237.0,0.8
47.75,237.125,47.75,237.125,1.0
47.75,237.25,47.75,237.25,0.9
47.75,237.375,47.75,237.375,1.5
47.75,237.5,47.75,237.5,3.1
47.75,237.625,47.75,237.625,3.3
47.75,237.75,47.75,237.75,3.1
47.75,237.875,47.75,237.875,2.9
47.75,238.0,47.75,238.0,3.3
47.75,238.125,47.75,238.125,4.0
47.75,238.25,47.75,238.25,4.8
47.75,238.375,47.75,238.375,5.2
47.75,238.5,47.75,238.5,5.6
47.75,238.625,47.75,238.625,5.1
47.875,236.75,47.875,236.75,1.7
47.875,236.875,47.875,236.875,1.9
47.875,237.0,47.875,237.0,1.4
47.875,237.125,47.875,237.125,0.9
47.875,237.25,47.875,237.25,1.0
47.875,237.375,47.875,237.375,1.9
47.875,237.5,47.875,237.5,3.2
47.875,237.625,47.875,237.625,3.5
47.875,237.75,47.875,237.75,3.4
47.875,237.875,47.875,237.875,3.0
47.875,238.0,47.875,238.0,3.3
47.875,238.125,47.875,238.125,3.9
47.875,238.25,47.875,238.25,5.3
47.875,238.375,47.875,238.375,5.8
47.875,238.5,47.875,238.5,5.0
47.875,238.625,47.875,238.625,4.0
48.0,236.875,48.0,236.875,4.1
48.0,237.0,48.0,237.0,3.2
48.0,237.125,48.0,237.125,2.3
48.0,237.25,48.0,237.25,1.7
48.0,237.375,48.0,237.375,1.8
48.0,237.5,48.0,237.5,2.5
48.0,237.625,48.0,237.625,2.9
48.0,237.75,48.0,237.75,3.1
48.0,237.875,48.0,237.875,3.2
48.0,238.0,48.0,238.0,3.4
48.0,238.125,48.0,238.125,4.0
48.0,238.25,48.0,238.25,4.9
48.0,238.375,48.0,238.375,4.9
48.0,238.5,48.0,238.5,4.5
48.125,236.875,48.125,236.875,2.6
48.125,237.0,48.125,237.0,1.8
48.125,237.125,48.125,237.125,1.1
48.125,237.25,48.125,237.25,1.4
48.125,237.375,48.125,237.375,1.3
48.125,237.5,48.125,237.5,1.4
48.125,237.625,48.125,237.625,1.8
48.125,237.75,48.125,237.75,1.7
48.125,237.875,48.125,237.875,2.2
48.125,238.0,48.125,238.0,3.3
48.125,238.125,48.125,238.125,3.4
48.125,238.25,48.125,238.25,3.6
48.125,238.375,48.125,238.375,3.9
48.125,238.5,48.125,238.5,4.0
48.25,237.0,48.25,237.0,1.4
48.25,237.125,48.25,237.125,1.7
48.25,237.25,48.25,237.25,1.6
48.25,237.375,48.25,237.375,1.4
48.25,237.5,48.25,237.5,1.2
48.25,237.625,48.25,237.625,1.4
48.25,237.75,48.25,237.75,1.5
48.25,237.875,48.25,237.875,1.7
48.25,238.0,48.25,238.0,2.1
48.25,238.125,48.25,238.125,2.5
48.25,238.25,48.25,238.25,2.7
48.25,238.375,48.25,238.375,3.4
48.375,237.125,48.375,237.125,0.8
48.375,237.25,48.375,237.25,1.0
48.375,237.375,48.375,237.375,1.1
48.375,237.5,48.375,237.5,1.3
48.375,237.625,48.375,237.625,1.5
48.375,237.75,48.375,237.75,1.8
48.375,237.875,48.375,237.875,1.8
48.375,238.0,48.375,238.0,2.3
48.375,238.125,48.375,238.125,2.9
48.375,238.25,48.375,238.25,2.8
48.5,237.25,48.5,237.25,0.4
48.5,237.375,48.5,237.375,0.6
48.5,237.5,48.5,237.5,1.1
48.5,237.625,48.5,237.625,1.8
48.5,237.75,48.5,237.75,2.4
48.5,237.875,48.5,237.875,3.0
48.5,238.0,48.5,238.0,3.4
48.5,238.125,48.5,238.125,3.7
44.625,237.0,44.625,237.0,0.3
44.625,237.125,44.625,237.125,0.5
44.625,237.25,44.625,237.25,0.7
44.625,237.375,44.625,237.375,0.7
44.625,237.5,44.625,237.5,0.5
44.625,237.625,44.625,237.625,0.4
44.625,237.75,44.625,237.75,0.2
44.75,236.75,44.75,236.75,0.3
44.75,236.875,44.75,236.875,0.3
44.75,237.0,44.75,237.0,0.2
44.75,237.125,44.75,237.125,0.5
44.75,237.25,44.75,237.25,0.7
44.75,237.375,44.75,237.375,0.8
44.75,237.5,44.75,237.5,0.5
44.75,237.625,44.75,237.625,0.6
44.75,237.75,44.75,237.75,0.5
44.75,237.875,44.75,237.875,0.2
44.875,236.625,44.875,236.625,0.2
44.875,236.75,44.875,236.75,0.2
44.875,236.875,44.875,236.875,0.2
44.875,237.0,44.875,237.0,0.2
44.875,237.125,44.875,237.125,0.4
44.875,237.25,44.875,237.25,0.7
44.875,237.375,44.875,237.375,0.8
44.875,237.5,44.875,237.5,0.7
44.875,237.625,44.875,237.625,0.6
44.875,237.75,44.875,237.75,0.4
44.875,237.875,44.875,237.875,0.2
44.875,238.0,44.875,238.0,0.3
45.0,236.625,45.0,236.625,0.1
45.0,236.75,45.0,236.75,0.1
45.0,236.875,45.0,236.875,0.2
45.0,237.0,45.0,237.0,0.2
45.0,237.125,45.0,237.125,0.3
45.0,237.25,45.0,237.25,0.6
45.0,237.375,45.0,237.375,0.7
45.0,237.5,45.0,237.5,0.6
45.0,237.625,45.0,237.625,0.3
45.0,237.75,45.0,237.75,0.5
45.0,237.875,45.0,237.875,0.5
45.0,238.0,45.0,238.0,0.5
45.0,238.125,45.0,238.125,0.5
45.125,236.5,45.125,236.5,0.0
45.125,236.625,45.125,236.625,0.0
45.125,236.75,45.125,236.75,0.1
45.125,236.875,45.125,236.875,0.1
45.125,237.0,45.125,237.0,0.2
45.125,237.125,45.125,237.125,0.3
45.125,237.25,45.125,237.25,0.4
45.125,237.375,45.125,237.375,0.6
45.125,237.5,45.125,237.5,0.7
45.125,237.625,45.125,237.625,0.7
45.125,237.75,45.125,237.75,0.6
45.125,237.875,45.125,237.875,0.5
45.125,238.0,45.125,238.0,0.4
45.125,238.125,45.125,238.125,0.4
45.125,238.25,45.125,238.25,0.6
45.25,236.5,45.25,236.5,0.0
45.25,236.625,45.25,236.625,0.0
45.25,236.75,45.25,236.75,0.1
45.25,236.875,45.25,236.875,0.2
45.25,237.0,45.25,237.0,0.3
45.25,237.125,45.25,237.125,0.3
45.25,237.25,45.25,237.25,0.4
45.25,237.375,45.25,237.375,0.5
45.25,237.5,45.25,237.5,0.8
45.25,237.625,45.25,237.625,0.8
45.25,237.75,45.25,237.75,0.7
45.25,237.875,45.25,237.875,0.6
45.25,238.0,45.25,238.0,0.5
45.25,238.125,45.25,238.125,0.5
45.25,238.25,45.25,238.25,0.6
45.375,236.375,45.375,236.375,0.4
45.375,236.5,45.375,236.5,0.0
45.375,236.625,45.375,236.625,0.0
45.375,236.75,45.375,236.75,0.1
45.375,236.875,45.375,236.875,0.2
45.375,237.0,45.375,237.0,0.3
45.375,237.125,45.375,237.125,0.4
45.375,237.25,45.375,237.25,0.3
45.375,237.375,45.375,237.375,0.4
45.375,237.5,45.375,237.5,0.7
45.375,237.625,45.375,237.625,0.9
45.375,237.75,45.375,237.75,0.9
45.375,237.875,45.375,237.875,0.8
45.375,238.0,45.375,238.0,0.8
45.375,238.125,45.375,238.125,0.7
45.375,238.25,45.375,238.25,0.8
45.5,236.375,45.5,236.375,0.4
45.5,236.5,45.5,236.5,0.1
45.5,236.625,45.5,236.625,0.0
45.5,236.75,45.5,236.75,0.0
45.5,236.875,45.5,236.875,0.1
45.5,237.0,45.5,237.0,0.2
45.5,237.125,45.5,237.125,0.3
45.5,237.25,45.5,237.25,0.3
45.5,237.375,45.5,237.375,0.4
45.5,237.5,45.5,237.5,0.3
45.5,237.625,45.5,237.625,0.5
45.5,237.75,45.5,237.75,1.2
45.5,237.875,45.5,237.875,1.2
45.5,238.0,45.5,238.0,1.0
45.5,238.125,45.5,238.125,0.9
45.5,238.25,45.5,238.25,1.1
45.625,236.375,45.625,236.375,0.4
45.625,236.5,45.625,236.5,0.2
45.625,236.625,45.625,236.625,0.1
45.625,236.75,45.625,236.75,0.1
45.625,236.875,45.625,236.875,0.1
45.625,237.0,45.625,237.0,0.2
45.625,237.125,45.625,237.125,0.2
45.625,237.25,45.625,237.25,0.2
45.625,237.375,45.625,237.375,0.1
45.625,237.5,45.625,237.5,0.3
45.625,237.625,45.625,237.625,0.6
45.625,237.75,45.625,237.75,1.0
45.625,237.875,45.625,237.875,1.1
45.625,238.0,45.625,238.0,1.1
45.625,238.125,45.625,238.125,0.8
45.625,238.25,45.625,238.25,0.7
45.75,236.375,45.75,236.375,0.6
45.75,236.5,45.75,236.5,0.3
45.75,236.625,45.75,236.625,0.2
45.75,236.75,45.75,236.75,0.2
45.75,236.875,45.75,236.875,0.2
45.75,237.0,45.75,237.0,0.2
45.75,237.125,45.75,237.125,0.2
45.75,237.25,45.75,237.25,0.1
45.75,237.375,45.75,237.375,0.3
45.75,237.5,45.75,237.5,0.7
45.75,237.625,45.75,237.625,1.0
45.75,237.75,45.75,237.75,1.1
45.75,237.875,45.75,237.875,1.0
45.75,238.0,45.75,238.0,0.8
45.75,238.125,45.75,238.125,0.5
45.75,238.25,45.75,238.25,0.4
45.875,236.5,45.875,236.5,0.3
45.875,236.625,45.875,236.625,0.2
45.875,236.75,45.875,236.75,0.3
45.875,236.875,45.875,236.875,0.3
45.875,237.0,45.875,237.0,0.3
45.875,237.125,45.875,237.125,0.3
45.875,237.25,45.875,237.25,0.5
45.875,237.375,45.875,237.375,0.6
45.875,237.5,45.875,237.5,1.4
45.875,237.625,45.875,237.625,1.5
45.875,237.75,45.875,237.75,1.3
45.875,237.875,45.875,237.875,1.1
45.875,238.0,45.875,238.0,0.8
45.875,238.125,45.875,238.125,0.4
45.875,238.25,45.875,238.25,0.3
46.0,236.5,46.0,236.5,0.6
46.0,236.625,46.0,236.625,0.5
46.0,236.75,46.0,236.75,0.4
46.0,236.875,46.0,236.875,0.5
46.0,237.0,46.0,237.0,0.6
46.0,237.125,46.0,237.125,0.7
46.0,237.25,46.0,237.25,1.2
46.0,237.375,46.0,237.375,1.2
46.0,237.5,46.0,237.5,1.0
46.0,237.625,46.0,237.625,0.7
46.0,237.75,46.0,237.75,0.4
46.0,237.875,46.0,237.875,0.4
46.0,238.0,46.0,238.0,0.2
46.0,238.125,46.0,238.125,0.2
46.125,236.625,46.125,236.625,0.9
46.125,236.75,46.125,236.75,0.6
46.125,236.875,46.125,236.875,0.6
46.125,237.0,46.125,237.0,0.8
46.125,237.125,46.125,237.125,1.3
46.125,237.25,46.125,237.25,1.5
46.125,237.375,46.125,237.375,1.4
46.125,237.5,46.125,237.5,1.3
46.125,237.625,46.125,237.625,0.8
46.125,237.75,46.125,237.75,0.3
46.125,237.875,46.125,237.875,0.1
46.125,238.0,46.125,238.0,0.0
46.125,238.125,46.125,238.125,0.0
46.25,236.75,46.25,236.75,0.9
46.25,236.875,46.25,236.875,0.7
46.25,237.0,46.25,237.0,0.6
46.25,237.125,46.25,237.125,0.9
46.25,237.25,46.25,237.25,1.1
46.25,237.375,46.25,237.375,1.3
46.25,237.5,46.25,237.5,1.7
46.25,237.625,46.25,237.625,1.6
46.25,237.75,46.25,237.75,1.1
46.25,237.875,46.25,237.875,0.5
46.25,238.0,46.25,238.0,0.6
46.375,236.875,46.375,236.875,0.3
46.375,237.0,46.375,237.0,0.3
46.375,237.125,46.375,237.125,0.5
46.375,237.25,46.375,237.25,0.7
46.375,237.375,46.375,237.375,1.5
46.375,237.5,46.375,237.5,2.1
46.375,237.625,46.375,237.625,2.5
46.375,237.75,46.375,237.75,2.4
46.375,237.875,46.375,237.875,1.9
46.5,237.125,46.5,237.125,0.4
46.5,237.25,46.5,237.25,1.0
46.5,237.375,46.5,237.375,1.8
46.5,237.5,46.5,237.5,2.7
